Date,Open,High,Low,Close,    Volume
5/8/19,860,901.8,860,884.4,8188298
5/9/19,875,879.87,842.5,858.81,9154515
5/10/19,875.66,910.78,868.19,907.12,7990738
5/13/19,898.86,910.98,884,892,4663718
5/14/19,885,906,873,886.57,5998312
5/15/19,890.24,933,890.24,927,6312425
5/16/19,919,932,905,929.91,4454012
5/17/19,927.02,932.3,900.1,906.79,4984161
5/20/19,900,900,871,884.96,4440799
5/21/19,885,910,872.02,895,4238565
5/22/19,894.98,904,880,888,3204158
5/23/19,881,883.98,856.22,861,5805863
5/24/19,865,885,864.44,878.5,4403409
5/27/19,879.1,882.99,860.05,879,3916191
5/28/19,877.99,907.49,875.02,888,7477277
5/29/19,888.01,924.95,888.01,911.91,6564696
5/30/19,910,919.99,891.22,905.3,4024720
5/31/19,900.53,906.99,890,890,3579380
6/3/19,892,901.35,886.28,892,3447924
6/4/19,895,895.43,871,875.3,3968948
6/5/19,884,886.26,870,871.6,3406736
6/6/19,875.62,875.77,858,862.13,3478685
6/10/19,857.98,878.95,840,871.08,5550246
6/11/19,876,915.61,875,910.89,8010644
6/12/19,906.22,910.99,894,906.7,3774740
6/13/19,910,912.3,897,910,3291742
6/14/19,911,932.3,910.02,913,4245504
6/17/19,907,926.94,906.02,911.6,3276903
6/18/19,917,920,902.6,917,2944138
6/19/19,940,946.7,932.01,932.01,5372640
6/20/19,932.5,975.5,932.2,975,6727197
6/21/19,969.97,984.49,964.5,976.3,4592675
6/24/19,978.3,999.69,975,987.1,4577920
6/25/19,992,999,967,982.98,5129595
6/26/19,985,985,971.22,979.86,2958818
6/27/19,985,1001,981.12,996.35,4797845
6/28/19,985.99,988.88,971.33,984,3108840
7/1/19,1004.52,1035.6,1000.22,1031.86,5233723
7/2/19,1025,1029.5,1016,1025,3906109
7/3/19,1020,1023,981.5,987.9,6713932
7/4/19,985.8,990.8,971.22,981.2,4621668
7/5/19,986,1006,976.3,999.82,5003271
7/8/19,995.05,997.9,975,984.86,3361352
7/9/19,979.3,989,968.35,976.06,3172332
7/10/19,980.93,990.58,977,982.52,2816670
7/11/19,989.96,998.38,976,981.5,3051419
7/12/19,981.3,991.5,980.01,986.09,2817385
7/15/19,967.8,980.1,951.13,975.93,5987040
7/16/19,975.45,982.3,965,968,3324524
7/17/19,968,972.99,962.13,963.5,2546887
7/18/19,961.5,963,947.18,947.5,3925295
7/19/19,955,960.8,948,955.87,2801481
7/22/19,960,964,950.25,957.02,2812549
7/23/19,962.3,962.59,943.86,953.98,3248395
7/24/19,958.31,959.9,944.69,946.36,4677120
7/25/19,945.97,963.36,938.15,963,3825570
7/26/19,961.97,971,958.55,965.03,2646759
7/29/19,962.03,979.5,960.01,976.41,2698133
7/30/19,976.5,983,971,978.93,1953797
7/31/19,975,981.77,966.59,972.6,2252620
8/1/19,976.51,977,953.02,959.3,3508952
8/2/19,944,957.98,943,954.45,3971940
8/5/19,945,954,940,942.43,3677431
8/6/19,931,948,923.8,946.3,4399116
8/7/19,949.5,955.53,945,945,2686998
8/8/19,953.5,974,952,971.68,3880813
8/9/19,978.5,980.95,958.99,962.03,2846170
8/12/19,1010.31,1020.1,995.01,1018.63,8149895
8/13/19,1016.16,1026,1010.68,1017.95,3032970
8/14/19,1030.02,1051.9,1030.02,1043.33,4141095
8/15/19,1028,1046.48,1028,1044.9,2723739
8/16/19,1049.84,1075.58,1041,1054.6,3608673
8/19/19,1061,1069.98,1049.05,1055.88,3286758
8/20/19,1055,1073.68,1050,1070,2860213
8/21/19,1070.1,1076.97,1061.66,1066,2506662
8/22/19,1072.99,1104,1070,1104,3759078
8/23/19,1105,1133.56,1095.62,1130.1,4019230
8/26/19,1113,1128,1096.68,1102.95,4849789
8/27/19,1117,1131.31,1109,1109,5216421
8/28/19,1109,1123.19,1083.01,1100.11,4700967
8/29/19,1105,1118.18,1092.5,1113.1,2933042
8/30/19,1125,1146,1123,1142,4489077
9/2/19,1139.99,1144.98,1129,1138.76,2823433
9/3/19,1140,1151.02,1128.56,1140,2948509
9/4/19,1140.8,1142.91,1120.11,1125.01,3360022
9/5/19,1129,1144.9,1128,1144,3293084
9/6/19,1144.5,1146.15,1131,1142.49,2617659
9/9/19,1145,1148,1135,1136.52,2937934
9/10/19,1134.3,1135,1120.01,1123.85,2622707
9/11/19,1119.22,1119.97,1068,1069.52,8171654
9/12/19,1066,1109.98,1066,1099,4121133
9/16/19,1083,1103.95,1083,1099,3137180
9/17/19,1094,1106.66,1087,1094.01,2519693
9/18/19,1108.5,1150,1108.18,1148.9,6931447
9/19/19,1148,1150,1137.1,1145,2447980
9/20/19,1151,1160,1147.59,1157.42,3762666
9/23/19,1157,1157,1131,1149,3002633
9/24/19,1155,1184.9,1152,1184,3626913
9/25/19,1180,1188.87,1170.5,1174,2402458
9/26/19,1174.94,1183.35,1158.81,1167,2608194
9/27/19,1164,1183,1153,1174.75,2282661
9/30/19,1163,1169.43,1150,1150,3082514
10/8/19,1153,1180,1152.01,1167.1,3104527
10/9/19,1166.2,1166.2,1135.05,1146.81,3578857
10/10/19,1127,1158.93,1109.02,1155,4117370
10/11/19,1157,1175,1152.21,1174.6,2868925
10/14/19,1186,1187.66,1170,1180,2718751
10/15/19,1180,1215.68,1177.03,1211,4003473
10/16/19,1168,1187.5,1160,1170,5915059
10/17/19,1176,1186.66,1162.5,1183.33,3050870
10/18/19,1179,1189.99,1171.69,1175.79,2829161
10/21/19,1171.86,1178.9,1163.3,1168.5,2527467
10/22/19,1178,1181.5,1163.89,1170.8,1930943
10/23/19,1168,1178,1156.11,1158.91,2308021
10/24/19,1164.95,1166,1147.16,1150.27,2617844
10/25/19,1153.3,1172.5,1143.03,1171.35,2599845
10/28/19,1166.01,1181.01,1165,1178.29,2248599
10/29/19,1181.11,1199.96,1177.77,1193,2780371
10/30/19,1190,1192.7,1176,1183.8,2125475
10/31/19,1196,1198,1176.15,1180.01,2590927
11/1/19,1181,1191.95,1172.5,1185,2281196
11/4/19,1190,1209.99,1189,1199.59,2673798
11/5/19,1199.5,1205,1192,1199,2225472
11/6/19,1197,1204,1188.88,1193,1973751
11/7/19,1196.51,1201.88,1189,1201.37,1616788
11/8/19,1205,1215.65,1201.51,1205,2451211
11/11/19,1201.5,1206.2,1193.51,1199,1734246
11/12/19,1204,1209.6,1198.21,1201.6,1915055
11/13/19,1207,1227.8,1200,1224,3197704
11/14/19,1227,1240,1222,1230,2352112
11/15/19,1230,1232.91,1221.5,1224.9,1634072
11/18/19,1225.12,1229.45,1218,1227.28,1803766
11/19/19,1228,1241.61,1225.02,1232.32,2062375
11/20/19,1230,1239.51,1228.06,1233.75,1528053
11/21/19,1231,1235.51,1221.06,1231.3,1918739
11/22/19,1223,1229,1185,1194,4705428
11/25/19,1188.05,1194,1172.06,1182.06,3828175
11/26/19,1186.68,1198.6,1183,1185,4023961
11/27/19,1192.8,1196.62,1184.51,1189.95,1984881
11/28/19,1194.97,1197.51,1169.02,1175.8,2884499
11/29/19,1165.5,1165.5,1112.89,1129,8239732
12/2/19,1118.2,1140.02,1118.2,1133,3078441
12/3/19,1133,1133,1117.74,1118,2734093
12/4/19,1140,1144.66,1118,1122.33,3528308
12/5/19,1125,1132.01,1118,1129.8,2133879
12/6/19,1135.97,1170,1130.1,1170,3950626
12/9/19,1175,1176,1156.1,1158.7,2182412
12/10/19,1159.6,1165,1151,1164.4,1508658
12/11/19,1168,1170.75,1155.55,1158.98,1456799
12/12/19,1156,1159.94,1130.08,1137,2940916
12/13/19,1146,1165,1146,1163,3000059
12/16/19,1163,1163,1137.94,1147.92,3093642
12/17/19,1149.7,1173.6,1143.03,1169.98,4261696
12/18/19,1174,1175.2,1164,1168,1964009
12/19/19,1163,1163,1152,1157.4,1955230
